ra,dec,mag,pmra,pmdec,ci,spect,proper
6.391713,27.118018,7.43,-6.51,-1.9,0.071,A0,
6.391826,-18.998755,7.22,-13.53,-52.97,1.346,K2/K3III,
6.393311,-9.874727,6.11,-2.82,4.8,1.841,K5,
6.394119,40.521371,6.81,30.7,-8.16,1.058,G5,
6.394338,-33.319454,7.43,-23.98,58.47,0.428,F3V,
6.395212,-16.467189,6.57,0.7,9.69,0.307,A9/F0IV,
6.395903,-37.01459,6.89,0.04,5.54,-0.096,B5V,
6.396135,4.592865,4.39,-20.88,10.75,0.215,A5IV,
6.396151,-15.071257,6.27,0.07,1.77,1.534,K2/K3III,
6.39625,4.595812,6.72,6.7,-22.26,0.45,F5V,
6.396367,-58.543871,6.47,9.54,25.51,0.12,A3V,
6.396546,2.665731,6.86,-1.01,-2.7,1.0,K0,
6.396571,-19.785393,6.61,-5.42,7.55,-0.126,B8III,
6.398229,-4.728856,7.3,-0.87,-12.2,1.007,K0,
6.398314,40.808699,7.15,-0.15,2.89,1.596,K5,
6.398866,-25.577629,5.61,3.57,-40.92,1.561,K5III,
6.399195,-52.69566,-0.62,19.99,23.67,0.164,F0Ib,Canopus
6.400281,-36.707764,5.62,-12.79,54.66,1.027,K1II/III,
6.400341,9.17156,7.34,-8.48,-7.35,-0.07,B9,
6.400634,8.885014,6.24,-10.76,-9.0,-0.06,B8Vn,
6.401697,-36.702983,6.84,-25.29,-5.2,0.932,G6/G8III,
6.402867,-11.530088,5.21,-55.56,-32.11,1.23,K3III,
6.402944,60.084472,7.1,-29.71,8.32,1.052,K0,
6.403631,-26.445027,6.68,2.9,-0.83,0.948,K0/K1III+..,
6.40385,-60.281325,5.78,-30.78,29.99,-0.001,A0V,
6.40483,43.230345,6.98,8.12,-40.2,0.98,G5,
6.405716,-12.961939,6.12,-3.3,3.65,-0.076,B4V,
6.405874,-16.224565,6.95,-18.13,-6.73,0.2,A9V,
6.406589,51.077167,7.04,3.14,0.84,1.664,K5,
6.406768,-42.847518,6.67,-77.38,777.64,0.673,G5V,
6.407384,-63.428929,6.45,19.37,-116.0,0.66,G3III/IV,
6.407801,13.015044,7.0,1.22,-3.01,1.094,G5Ib,
6.408109,37.316577,7.04,-0.67,-2.85,1.258,K0,
6.409009,4.186577,7.32,-5.24,-4.01,-0.086,B9,
6.409389,11.2565,6.85,4.8,-2.83,1.082,K0,
6.409426,-1.41822,6.72,-3.0,-7.01,-0.098,B8,
6.410824,35.255032,6.56,14.16,-28.64,1.19,K0,
6.412152,25.048714,6.35,1.79,-1.67,1.21,K2III,
6.412193,-28.780112,6.37,-164.83,-120.68,0.626,G2V,
6.41236,-40.283979,6.3,-2.61,-3.67,-0.049,B9V,
6.412946,43.548474,7.21,0.19,-22.39,0.027,A0,
6.413939,4.871993,7.03,-38.45,-37.71,0.508,F5,
6.414653,29.707056,6.7,-3.93,-15.66,-0.055,B8IIIn,
6.414658,16.05713,6.35,23.31,-41.37,1.063,G9III,
6.414973,49.287893,4.92,0.82,-2.48,1.905,K5Iabvar,
6.415501,-63.828144,6.26,-5.39,12.22,-0.119,B6V,
6.418254,16.994693,7.01,-5.42,-2.83,-0.05,B9,
6.419998,51.633133,7.13,6.8,-66.85,1.0,K0,
6.42023,32.271763,6.97,-1.94,-1.17,1.322,K0,
6.420278,7.085713,6.26,2.85,-1.49,0.85,K1Iabv SB,
6.421263,-0.945883,5.88,238.3,-218.04,0.564,F8V,
6.421801,1.501516,6.66,-4.34,-3.55,-0.032,B9V,
6.421849,23.709484,7.16,-0.38,-20.68,0.288,F0,
6.422291,11.233248,7.01,-122.71,-55.7,0.593,F8,
6.422742,-9.091149,7.25,0.94,-9.07,1.015,K0,
6.424493,14.721992,6.3,-3.06,-4.57,2.349,C5II,
6.424623,-69.690299,5.37,-13.25,200.75,0.971,G8III,
6.425001,-35.064153,6.24,0.11,-46.15,1.353,K3III,
6.42572,23.442143,6.63,3.94,-10.08,1.111,K1III,
6.425816,23.327169,6.05,-5.97,-16.6,0.02,A2Vn,
6.426167,22.457794,7.15,8.39,-17.1,0.226,A3,
6.42632,-2.991448,6.54,-15.84,-0.87,0.11,A0,
6.42718,-35.039143,7.18,0.67,-11.05,0.273,A4V,
6.427306,58.425352,7.07,12.22,-100.64,0.56,F8,
6.427478,-4.832297,7.31,-8.26,-5.1,-0.072,B7V,
6.42791,-29.702977,6.89,-3.63,-1.78,-0.022,A0V,
6.428353,14.09269,6.85,-5.63,-2.51,0.613,F6V,
6.428536,21.645023,6.53,-6.92,-13.06,0.93,G5,
6.428636,38.05035,7.18,4.45,29.95,0.941,G5,
6.428793,-48.176898,5.76,-3.81,-20.28,-0.061,B9V,
6.429386,-20.973066,7.07,16.97,-2.17,1.016,K0III,
6.429535,-40.975522,7.04,-8.51,-16.87,0.219,A5Vs,
6.429591,2.271678,6.51,-2.08,-17.2,-0.027,A0V,
6.42976,-3.889032,6.33,-7.84,-2.98,1.018,G9III,
6.430544,-38.935567,7.31,-3.04,10.99,1.722,K3III,
6.430941,0.812744,6.6,-12.42,1.57,0.963,G5,
6.431202,11.125884,6.39,-7.71,-9.57,0.077,A0,
6.432656,-35.337342,7.06,11.07,1.88,1.585,K5/M0III,
6.432814,58.603285,6.87,-36.55,22.3,0.371,F2,
6.433008,-7.894983,6.4,-0.36,-3.51,0.145,A4V,
6.433629,15.14987,7.14,0.63,-7.3,1.228,K0III,
6.434818,62.690065,7.36,2.98,-3.71,1.625,K5,
6.435986,-3.515691,6.42,-92.14,65.1,1.039,G5,
6.436181,18.756904,6.78,-119.32,-164.06,0.938,K0,
6.436992,-7.361445,7.38,-4.22,-1.93,-0.105,B8,
6.438952,2.317784,7.4,-1.02,-1.76,1.522,K2,
6.439334,41.959514,7.07,-3.18,-3.96,1.035,G5,
6.440323,-0.77674,6.79,7.83,0.35,-0.018,B9,
6.440514,56.285096,5.53,-25.21,21.57,0.238,A3m,
6.441051,-19.324992,7.12,11.0,-12.02,0.213,A6III,
6.442901,-4.5974,6.16,-3.72,-2.6,-0.151,B2.5V,
6.443814,15.523702,6.88,-3.3,0.05,-0.038,B9V,
6.444051,-33.415501,7.14,-10.73,22.83,0.922,K0III,
6.444224,13.101172,6.6,10.74,-102.47,0.556,F7V,
6.444329,-1.507336,5.87,-10.11,-29.4,0.07,A3Vn,
6.445183,-14.603429,6.32,2.24,-11.68,1.242,K0/K1III,
6.445387,0.454233,6.88,-14.24,-17.31,1.069,G5,
6.445792,-7.511936,6.35,4.54,-11.8,-0.061,A0Vn,
6.446458,-88.743696,7.36,-1.53,15.74,-0.02,B8IV,
6.44691,58.417409,5.21,-5.52,-1.77,1.538,K4III,
6.449542,-4.459293,6.91,2.33,-1.04,1.38,K0,
6.449673,0.841042,6.7,-4.78,0.59,0.037,A1Vn,
6.450243,-4.355659,6.5,-4.99,-4.12,-0.155,B4V,
6.451147,-58.002116,5.82,-8.51,-4.43,1.279,K3III,
6.45188,-32.166811,7.16,81.59,-88.74,0.794,G3IV/Vw...,
6.452107,-37.895507,6.48,-1.38,44.75,0.394,F3V,
6.45316,-25.856496,6.05,-171.52,-215.83,0.545,F8/G0V,
6.453359,-60.728579,6.97,-33.68,14.53,1.219,K2IIICN...,
6.453823,0.299246,5.19,2.9,-8.25,1.186,K1II,
6.454331,-0.275999,5.55,1.62,-5.19,1.376,K5III,
6.454383,14.88923,6.57,0.62,0.96,0.105,O9:pe,
6.455681,2.908288,5.55,-43.38,13.01,1.035,G9III,
6.457759,5.175422,6.72,-1.19,-1.87,0.371,F0,
6.459867,32.562946,6.43,7.0,-67.56,1.264,K0,
6.460238,-15.306161,7.48,-6.05,4.8,-0.066,B4V,
6.460643,48.776858,7.31,20.48,41.09,0.578,F5,
6.461197,30.645177,6.95,10.75,-12.86,1.192,K0IV,
6.461284,18.223853,7.47,-25.25,15.4,0.463,F5,
6.462935,20.789509,6.54,-32.66,-45.34,1.246,K0,
6.463504,-62.149927,6.61,0.95,24.79,0.088,A0V,
6.464155,47.404927,6.55,-28.45,3.46,-0.036,A0V,
6.465742,20.49632,6.22,-29.05,12.91,0.041,A2Vs,
6.465992,-4.762154,5.06,-4.23,-3.14,-0.175,B2V,
6.466397,-13.160581,7.08,-5.82,0.15,-0.031,B9III,
6.469503,-32.58007,4.47,-13.78,24.24,-0.169,B4V,
6.470544,5.272253,7.39,-0.72,0.33,-0.04,A1p,
6.47069,70.53532,6.03,-0.76,11.81,0.103,A4V,
6.470734,-77.290883,6.94,-1.45,21.46,0.062,A1IV,
6.471324,1.912679,6.48,-6.72,-15.28,-0.064,B9V,
6.471893,10.303893,6.16,27.84,-43.74,1.15,K2III-IV,
6.47446,16.238386,6.24,-91.15,-48.56,0.894,G5,
6.476136,30.493034,5.75,0.34,-14.95,0.779,F5.5Ibv,
6.477061,-17.466009,5.76,16.89,9.83,1.118,K0III,
6.477289,-0.721097,6.8,38.83,-6.24,0.495,F8,
6.477568,-32.371279,5.74,-2.14,7.55,-0.16,B5IV,
6.47845,-41.074877,6.32,39.62,13.94,0.39,F2/F3V,
6.478534,34.864672,7.16,-2.7,-16.61,0.088,A0,
6.479465,36.479985,7.15,-292.16,-220.03,0.613,G0,
6.47974,-0.572408,6.52,-1.7,-0.59,0.784,F0,
6.480297,-7.033062,3.76,-7.0,-4.97,-0.113,B3Ve,
6.480708,52.448765,6.94,12.62,23.6,0.965,G5,
6.481211,0.127958,6.56,0.68,-4.83,-0.039,A0,
6.48192,52.125857,7.25,-59.39,-19.01,0.444,F2,
6.482327,26.967457,6.57,80.73,-77.54,0.554,F5,
6.482719,20.212133,4.13,-5.98,-14.08,-0.115,B6III,
6.48338,11.01921,6.59,1.91,-13.32,0.293,A9IV,
6.487448,2.646194,6.17,-2.2,-39.94,1.539,M1,
6.490434,-22.591098,6.8,8.84,10.63,0.066,A1V,
6.491204,-11.464192,7.47,-5.58,-18.58,0.101,A2,
6.491255,-56.852766,5.2,-38.15,32.34,1.087,K0III,
6.49358,-3.551685,7.22,18.91,-20.37,1.041,G5,
6.493863,-17.01135,7.06,1.78,4.36,0.002,B9IV,
6.496969,-50.239085,5.28,-67.56,-51.83,0.371,F2V,
6.49869,-59.590679,6.81,1.78,-1.19,0.359,F0III,
6.498876,7.111988,7.12,-1.55,-3.74,-0.12,B2.5IV-V,
6.500638,7.921114,6.63,1.92,-2.22,1.549,K0Iab,
6.500827,46.685554,5.88,-6.64,7.5,1.448,K4III,
6.500836,-65.568242,6.28,1.09,59.75,0.329,F0III,
6.501555,9.029712,6.57,-0.55,-2.79,0.121,A0III,
6.503132,-10.081511,5.92,-7.27,-2.27,1.373,K0,
6.503283,-19.214889,6.44,6.41,-21.99,1.683,M0/M1III,
6.506074,22.544916,6.98,-10.3,-9.71,0.03,A0,
6.506114,28.212107,6.85,-0.31,-9.67,0.168,A2,
6.506267,60.146498,6.8,-4.44,-0.75,0.058,B8,
6.507016,41.401688,6.7,-12.9,-13.74,-0.012,B8,
6.507449,-3.022095,6.96,-3.25,-0.93,1.093,G5,
6.50763,-4.696814,7.47,-8.49,-1.23,-0.065,B8V,
6.508115,4.332449,7.35,-2.08,-2.75,-0.136,B2IV-V,
6.508274,-14.954366,6.75,-5.07,0.5,-0.013,B8V,
6.509149,5.866999,6.7,0.3,-1.97,0.249,B2:IIIpshev,
6.509225,-12.081046,6.58,12.18,4.08,1.081,K0III,
6.50969,-13.148172,6.16,-4.86,1.45,-0.137,B2III,
6.510701,-22.321813,7.16,-2.9,1.07,-0.168,B4V,
6.5113,-40.44814,6.68,-3.75,6.74,-0.112,B3IV,
6.512858,-27.769575,5.92,-7.55,5.87,-0.156,B3IV/V,
6.51309,58.162633,5.86,-30.02,-338.85,0.934,K0IV,
6.514337,-35.000411,7.14,-11.27,28.24,0.214,A4/A5V,
6.516587,32.805404,7.43,-21.06,-18.96,1.631,M2III:,
6.516638,-40.916253,6.19,-6.07,10.85,1.398,K3III,
6.516975,-66.870689,7.22,1.56,14.46,1.363,M6II/III,
6.517528,39.75462,6.66,-0.18,-28.8,0.004,A0,
6.517926,-43.717064,6.68,-32.27,30.55,0.977,G8IV,
6.519323,11.251375,6.17,4.6,-2.53,-0.116,B2V:nne,
6.519624,-61.879545,6.15,-9.53,10.74,-0.147,B3V,
6.520084,-70.516,7.38,-28.06,33.98,0.564,F6V,
6.520304,-35.25884,5.82,-2.48,8.55,0.813,G8III+...,
6.521045,-49.616853,7.41,4.25,10.09,1.064,K0III,
6.521744,-51.825953,5.58,102.5,104.6,0.534,F8V,
6.522636,2.911297,7.14,-110.98,11.65,0.71,G0,
6.523068,-12.391953,5.16,42.1,-17.87,1.262,K1III,
6.523333,-32.868548,6.31,-17.02,6.94,1.665,M4III,
6.523399,-12.559685,6.8,-4.07,0.1,-0.161,B2/B3II:,
6.52486,-21.405547,6.58,0.86,23.58,0.256,A6V,
6.525439,37.178002,6.64,-4.91,-8.29,0.94,K0,
6.526374,-36.940027,6.26,1.54,69.73,1.599,M2/M3III,
6.526398,16.828279,7.04,-2.27,-4.65,1.488,K2,
6.526692,-5.368736,7.46,-3.88,-1.44,-0.079,B9,
6.526855,32.166194,7.15,5.49,-24.41,-0.065,B9,
6.527065,15.903501,6.38,-7.78,-13.28,0.275,A8V,
6.527605,11.792275,6.64,-10.24,-6.88,-0.119,B6III,
6.527922,5.769144,7.21,-29.73,9.72,-0.018,A1p,
6.529127,2.016369,7.46,-6.53,-2.42,-0.081,B9,
6.52946,6.785463,7.28,-54.49,-38.56,0.82,G3IV,
6.530083,11.544412,5.22,17.61,28.16,0.185,A3V,
6.530573,-8.158235,5.43,-9.21,-22.16,1.373,K2III,
6.530935,-23.418422,4.34,-2.72,6.45,-0.245,B1III,
6.532089,4.942859,6.75,-1.19,0.64,0.087,O6e,
6.532126,-18.062261,6.59,-5.09,8.86,1.452,K3III,
6.53229,-29.309658,7.47,-4.2,-27.15,1.084,K0III,
6.532864,-58.753835,5.69,-0.67,2.39,-0.057,B9V,
6.533181,22.185728,7.25,1.14,-9.82,0.016,A0,
6.535317,6.035648,6.7,-4.77,-2.29,-0.04,B9V,
6.535919,4.82353,7.29,-0.23,0.49,0.147,O5e,
6.537544,-7.408005,7.28,-6.25,14.29,0.255,Am,
6.538031,62.765198,7.42,24.72,-41.68,1.154,G9III,
6.538198,8.817961,6.98,-23.63,-17.84,0.315,A3,
6.538285,17.779621,6.91,37.17,30.84,0.401,G8,
6.538485,17.784349,6.26,36.43,25.96,0.541,F6V...,
6.538668,4.855999,5.88,-35.56,1.57,0.997,K0V,
6.538771,-45.310078,7.16,22.71,-26.15,1.069,K0IV,
6.539082,15.706183,7.18,-0.66,-3.65,0.692,F5,
6.539271,-37.696702,5.25,73.3,-77.42,0.982,G8III,
6.539758,-5.86882,5.6,-0.87,-41.78,0.256,F0Vnn+...,
6.539798,11.67352,6.08,1.64,-35.37,1.069,K0III,
6.540885,32.454898,5.82,-26.51,-17.52,0.188,A3m + A3m,
6.542347,-21.021796,7.25,-1.4,5.4,-0.144,B2III,
6.543506,-44.220887,7.3,-2.15,-9.13,0.198,A5III,
6.54416,-32.030447,5.73,-2.84,2.87,-0.18,B2V,
6.544356,15.020957,7.25,-0.4,-13.02,1.125,G5,
6.544506,35.293732,6.79,1.32,-12.89,1.142,K0,
6.545194,3.814517,7.28,3.46,-4.96,0.515,F5V,
6.545846,35.062898,7.04,-4.53,-27.19,1.26,K0,
6.546156,-27.404365,6.89,106.76,90.31,0.547,F8V,
6.546208,-61.827873,6.85,-7.61,31.53,1.265,K2/K3III,
6.546354,-11.166381,6.3,-15.95,6.22,1.096,K0III:...,
6.54705,46.922883,7.05,-2.63,-12.04,1.643,K5,
6.548396,7.332965,4.47,-3.89,-5.8,0.023,A0Ib,
6.549362,-48.54452,6.96,15.66,-124.76,0.469,F5V,
6.549795,-8.964061,7.37,-13.35,-9.34,0.07,A0,
6.549954,39.784647,7.45,-7.89,1.62,0.063,A2,
6.551114,78.979527,6.61,-4.25,-16.94,1.266,K0,
6.551718,1.273321,6.88,-0.62,-4.31,1.75,K4III,
6.552688,46.476236,7.02,0.92,0.11,-0.037,B8,
6.552844,-38.62519,6.44,-0.98,-18.54,0.999,G8III,
6.553288,-37.82195,7.25,-7.07,6.12,0.327,F3IV/V,
6.556725,78.168476,7.11,-2.44,-8.02,0.02,B9,
6.557304,-52.329234,6.18,-32.87,34.37,1.088,G8III,
6.557409,-20.923961,6.39,-17.73,-27.54,0.817,K0III+...,
6.557598,-32.22638,6.96,23.58,1.03,1.453,K3III,
6.560046,14.155163,5.57,-14.27,-87.02,1.105,K2III:,
6.560534,-1.220154,5.09,2.14,-17.68,-0.132,B5Vn,
6.561066,-26.329644,7.2,-7.6,1.41,0.016,A0V,
6.561411,-7.203472,7.49,-0.41,2.61,0.016,B9,
6.561603,39.446127,7.05,5.6,-39.68,1.483,K2,
6.561849,33.024039,6.53,9.45,1.11,0.057,A3V,
6.563745,-36.232029,5.42,-15.31,97.95,1.419,K3III,
6.566006,52.461411,6.91,3.4,-78.61,0.309,A3...,
6.567369,-77.687705,6.66,-12.12,-60.44,0.489,F6V,
6.567677,22.117661,7.42,-5.82,-34.38,0.433,A3,
6.568638,22.124138,7.18,-9.36,-36.14,0.271,A3,
6.568918,-29.629603,6.82,-9.25,-34.57,0.296,A1V + (F),
6.569003,2.898662,6.9,-10.71,36.17,0.398,F0,
6.569505,-42.099049,7.35,-3.09,-49.53,0.927,K0/K1III,
6.571717,-4.900113,7.26,-4.81,-1.91,-0.139,B8,
6.572048,38.076003,6.66,5.78,-7.96,0.983,K0,
6.57236,-2.905663,7.37,-6.85,-8.1,0.319,A3,
6.572683,3.306465,7.25,0.86,-7.7,0.9,G5III,
6.572684,-3.074103,6.59,-1.85,0.89,1.417,K2,
6.575559,-11.229743,7.43,-29.44,-6.67,0.406,F0,
6.575777,55.353042,6.45,2.69,5.21,1.554,K0III:,
6.576481,-32.716255,5.62,3.18,2.7,-0.085,B9V,
6.576563,4.967928,6.68,21.5,-42.52,1.488,M0III,
6.577348,43.065463,7.49,-7.82,-48.5,0.338,F0,
6.577586,19.429043,7.07,5.23,-8.96,0.013,A0,
6.578281,38.540135,7.3,16.93,-13.36,0.676,F5...,
6.578711,-34.009402,6.69,-3.64,35.1,0.254,A4V,
6.579393,-20.557443,7.02,-12.54,3.23,0.103,A1V,
6.579533,7.572482,6.44,-16.76,-7.43,-0.01,A0Vs,
6.580885,-19.646659,7.32,0.1,6.87,1.509,K4III,
6.581578,16.205778,6.61,0.37,-10.27,0.895,G5,
6.581736,-30.092025,6.94,-4.39,4.59,1.634,K5III,
6.582424,16.763806,7.22,-8.76,-14.24,-0.13,B9,
6.582626,15.33047,7.06,-0.31,-3.03,0.94,F7.5,
6.58294,-52.975607,4.35,-7.65,11.33,-0.021,B9III,
6.583389,-35.049276,7.32,-36.52,7.18,1.001,G8/K0III,
6.583886,31.434646,7.03,-5.91,-12.36,1.182,K0,
6.584274,-22.964793,4.54,13.11,16.52,-0.035,A0III,
6.585042,37.064352,7.4,0.64,-17.83,1.014,G5,
6.585306,12.668937,7.06,-13.42,-23.04,0.25,A3,
6.585895,-61.173239,7.42,-8.59,28.73,0.204,A5V,
6.586684,28.022314,5.26,-0.41,-12.46,-0.008,A0Vnn,
6.58773,0.890216,5.78,-3.36,-2.33,0.004,B8Ib,
6.588099,-4.789881,7.3,-1.34,-4.67,1.157,K0,
6.588221,9.988335,5.93,0.34,-7.7,1.508,K4III,
6.589451,37.715299,7.01,-4.13,-36.7,0.795,G5...,
6.589461,-38.808817,7.47,3.39,7.24,0.048,A0V,
6.590061,-36.779879,5.59,-8.31,20.82,-0.13,A0V,
6.590812,80.573222,7.16,-0.92,1.22,1.348,K0,
6.591894,-22.109053,6.32,9.62,-21.39,1.03,K0III,
6.592743,-36.259398,7.14,28.99,-59.37,0.037,A1V,
6.592937,-50.296106,7.02,-1.86,18.27,1.184,G8III,
6.594247,-47.433511,7.41,-34.35,-13.96,1.14,K0III,
6.597452,-16.102764,7.39,-2.81,-2.19,-0.04,B8/B9III,
6.597642,17.200032,7.48,-4.1,-15.53,0.024,A0,
6.597972,-48.279896,7.44,0.92,-15.17,1.134,K1III,
6.598278,17.692518,7.26,-18.76,-13.82,1.13,K0,
6.598344,-36.088632,6.36,-59.85,-73.04,0.486,F6V,
6.59838,-11.374276,7.08,-2.26,-0.75,1.071,K0,
6.598529,43.705828,6.87,-13.04,-18.18,0.976,G5,
6.599806,32.290713,7.33,14.64,-44.6,0.138,A2,
6.599825,31.47924,6.9,-6.96,-24.06,1.626,K2,
6.600029,4.498032,6.55,-0.86,-6.58,-0.053,B9V,
6.600591,16.797022,6.73,17.25,-30.5,0.444,F5,
6.600623,56.386067,6.56,-40.24,-57.85,0.398,F2,
6.601218,13.694034,7.22,-18.76,-8.46,0.259,Am,
6.601504,-24.866123,7.45,-0.22,-26.89,1.199,K2III,
6.602622,-28.835526,7.04,-5.94,1.52,1.017,G8II,
6.603494,-36.138446,7.23,-52.58,-86.04,0.62,G2/G3V:,
6.604186,58.106782,6.61,123.57,-197.19,0.496,F5,
6.605387,-26.534836,7.46,7.16,-22.17,1.266,K1III,
6.605674,-19.492113,7.41,-7.69,1.53,-0.022,B9IV/V,
6.606347,-18.659904,5.71,-11.82,16.82,0.848,G8/K0III+..,
6.606668,59.664475,6.84,-2.95,-16.22,0.098,A0,
6.607191,6.08319,6.87,-1.83,0.91,-0.066,O8,
6.607295,27.278392,6.89,8.05,-93.6,0.646,G0,
6.607555,-57.539235,7.16,46.66,62.4,0.417,F2V,
6.607628,-50.322759,7.22,32.98,143.88,0.923,G8IV,
6.607764,-31.886853,6.87,-26.08,23.43,0.366,F2V,
6.608011,15.750068,7.36,-12.14,-46.46,0.25,A0,
6.609121,38.4455,5.4,-1.76,-21.41,2.773,C5II,
6.609814,-5.211143,5.52,2.99,-14.33,-0.082,B8V,
6.610019,33.390552,7.37,-15.82,-4.25,1.052,G5,
6.611399,-19.255879,3.95,62.32,-69.91,1.037,K1III+...,
6.611407,-22.614732,6.35,-8.05,7.74,-0.117,B3V,
6.611765,23.098046,7.01,-0.14,-1.97,-0.114,A0,
6.612944,-13.321036,5.95,-2.16,-24.25,1.562,K4/K5III,
6.614243,-41.557141,6.36,1.28,5.62,1.147,K0II,
6.617191,-38.146506,6.03,-1.52,45.24,1.03,K0III,
6.617412,-41.249898,7.32,-3.57,9.97,1.592,K5III,
6.617591,-28.70619,7.49,-6.51,-24.62,0.973,K0III,
6.617636,5.51939,7.14,-18.81,7.38,0.326,F0II,
6.618263,-2.179035,7.1,-6.2,-2.36,-0.04,B9,
6.62051,-36.990651,5.72,-9.85,13.59,-0.112,B6IV,
6.622215,-43.451297,6.87,-6.72,7.98,-0.155,B5III,
6.623345,6.135382,6.05,-1.84,0.68,0.018,O8e,
6.624247,24.590851,6.44,-3.94,2.55,0.101,A3V,
6.625562,-8.235617,7.22,-7.83,-3.56,-0.007,B9,
6.626084,12.180556,6.84,-75.57,-284.68,0.725,G5,
6.626723,-55.343737,6.88,0.98,25.75,0.965,G8III,
6.626915,10.853293,6.39,-37.96,-32.68,1.351,K0,
6.627332,56.857531,5.87,-9.26,9.79,0.006,A2V,
6.627373,-70.603746,7.34,-14.94,-37.14,0.518,F7/F8V,
6.627436,22.716398,7.37,3.08,-15.23,1.457,K2,
6.627868,2.704158,6.17,-39.41,-49.44,1.08,K1III,
6.627953,55.359248,7.38,-14.3,4.23,0.158,A2,
6.627998,-12.985116,6.11,9.26,-124.82,0.994,K1III:,
6.6282,61.481233,5.94,-208.21,-274.56,0.899,G8IV-V,
6.628528,16.399252,1.93,-2.04,-66.92,0.001,A0IV,Alhena
6.629353,-43.195934,3.17,-0.43,-3.99,-0.103,B8III SB,
6.629891,-32.339735,5.25,108.96,64.13,1.177,K1III,
6.630775,0.527083,7.13,-5.4,-6.03,0.069,A0,
6.630898,-8.781732,7.41,7.98,-20.77,1.073,K0...,
6.631241,23.60445,6.65,1.31,-1.05,0.875,K0,
6.631307,4.95667,6.14,-0.12,1.31,0.091,B1Ib,
6.631402,2.269419,7.28,-0.99,-9.95,0.0,B9,
6.631506,-18.237478,4.42,-6.86,-8.47,1.137,K0II/III,
6.631984,73.695636,6.26,-169.55,2.65,0.396,F2,
6.633443,-61.533387,6.15,-50.08,72.69,0.624,G1/G2V,
6.634684,30.889662,7.34,-0.46,-1.71,0.117,A2,
6.635259,59.449475,7.46,-26.23,21.48,0.946,G8III,
6.636625,7.14823,7.43,-0.59,-0.96,0.114,B8,
6.638584,24.45042,6.75,0.31,-39.06,0.276,A5,
6.638885,57.191713,6.73,-19.3,-16.03,0.931,G8III-IV,
6.639016,-2.543897,6.14,-14.45,6.48,1.47,K2,
6.639697,-23.580321,6.48,-1.9,-8.14,0.664,A2V,
6.639725,28.984354,5.76,-18.7,-15.52,-0.001,B9npe...,
6.639729,-52.932062,6.74,-5.6,26.95,1.561,K5/M0III,
6.64043,-66.085605,7.15,-6.14,40.3,1.09,K0III,
6.641288,4.607186,7.14,-1.93,0.72,0.109,B0III,
6.643174,-16.873547,6.01,-8.37,-24.83,0.042,A0IV,
6.64344,61.477721,6.96,8.43,-24.53,0.286,A3,
6.643787,-48.220183,5.05,3.92,19.83,0.997,G8III,
6.643941,1.613518,6.23,0.12,-2.41,0.086,O9.5II,
6.644019,-60.183029,7.06,-3.94,9.7,-0.09,B6V,
6.644317,39.390854,5.7,-22.05,-107.49,1.367,K5III,
6.644342,-37.995993,7.15,12.91,-23.98,-0.1,B7/B8V,
6.644654,41.581493,6.87,-3.73,-0.79,0.021,B9,
6.646004,-16.260862,7.1,4.76,-5.82,0.021,A0V,
6.646646,6.901884,6.94,-3.41,0.44,0.003,B0IV,
6.646995,39.902559,5.34,-8.37,-11.99,-0.075,B8III,
6.647057,4.700609,6.56,-3.11,-0.22,-0.069,B8IIIn,
6.647961,33.018038,7.12,-53.71,-18.08,0.374,F0,
6.649684,41.494762,7.48,0.62,-17.9,1.637,K5,
6.650996,-18.185828,7.13,2.0,0.23,1.648,M1/M2III,
6.651472,22.030881,6.09,13.23,-24.2,1.027,G9III,
6.654644,-14.145764,4.82,4.58,-7.0,1.459,K2III,
6.655507,42.488877,4.8,-0.97,-55.65,1.236,K3III,
6.657436,-43.427291,7.18,3.09,-7.18,1.532,M2III,
6.658745,24.600162,6.43,19.31,90.21,0.523,F8IV,
6.6592,28.263134,6.02,-5.66,-9.75,-0.087,B7III,
6.660062,-23.695662,6.05,4.4,-7.84,-0.031,A0V,
6.660379,-52.832476,7.19,1.33,-3.75,1.492,K3/K4III,
6.66185,-30.470491,5.7,-7.33,-191.92,1.134,K1III,
6.662034,-53.451367,7.34,16.9,-5.76,0.174,A3III/IVs..,
6.662105,58.095026,6.96,-7.67,-38.46,0.3,G5,
6.662925,-1.38014,6.92,3.59,-2.26,1.255,K0,
6.663004,-43.402898,7.4,-9.97,9.44,-0.136,B3V,
6.663255,12.982768,5.99,-15.0,-14.14,0.063,A2V,
6.665808,-38.158997,6.59,59.27,-34.39,1.175,K1IIICN...,
6.666078,44.014114,6.35,22.35,4.09,1.222,K1III,
6.667247,19.657769,7.28,-8.32,-72.7,1.19,K0,
6.667474,-80.813593,5.61,-5.08,53.37,0.214,A5III,
6.667831,-17.29365,7.47,-0.47,-2.21,0.493,F0V,
6.668155,23.67376,7.43,11.89,-18.3,0.402,F5,
6.670251,44.332852,6.75,18.38,-20.15,1.029,G5,
6.671046,-4.461325,7.23,-6.36,0.84,1.547,K5,
6.671279,79.599515,6.74,-2.44,15.74,0.066,A1V,
6.671907,-6.346275,6.91,14.11,11.24,1.607,M3III,
6.672579,40.969697,6.82,-32.79,-4.0,0.471,F2,
